donorID,predicted_proba,contact_flag
D122771,0.9901883,MAIL
D103731,0.8054332,DO_NOT_MAIL
D108005,0.82004774,DO_NOT_MAIL
D117975,0.96245515,MAIL
D144087,0.040865336,DO_NOT_MAIL
D120204,0.86891735,DO_NOT_MAIL
D121446,0.9259016,DO_NOT_MAIL
D105995,0.0003793739,DO_NOT_MAIL
D127569,0.8665668,DO_NOT_MAIL
D122310,0.20337518,DO_NOT_MAIL
D120278,0.90447336,DO_NOT_MAIL
D100484,0.9833103,MAIL
D135279,0.881872,DO_NOT_MAIL
D128253,0.13317293,DO_NOT_MAIL
D136010,0.3197664,DO_NOT_MAIL
D112527,0.7969786,DO_NOT_MAIL
D130005,0.881872,DO_NOT_MAIL
D134913,0.0037489112,DO_NOT_MAIL
D105319,0.01969699,DO_NOT_MAIL
D107706,0.00023663955,DO_NOT_MAIL
D123144,0.014857185,DO_NOT_MAIL
D126198,0.9006484,DO_NOT_MAIL
D123749,0.7177682,DO_NOT_MAIL
D139912,0.11014578,DO_NOT_MAIL
D107411,0.96294856,MAIL
D124831,0.20450248,DO_NOT_MAIL
D110393,0.008281669,DO_NOT_MAIL
D124607,0.24362843,DO_NOT_MAIL
D144574,0.6431161,DO_NOT_MAIL
D115479,0.99122953,MAIL
D132764,0.093759224,DO_NOT_MAIL
D117429,0.67464757,DO_NOT_MAIL
D108516,0.98471385,MAIL
D141706,0.3725779,DO_NOT_MAIL
D142851,0.09902201,DO_NOT_MAIL
D126059,0.06842361,DO_NOT_MAIL
D125629,0.88971186,DO_NOT_MAIL
D102696,0.66999155,DO_NOT_MAIL
D111453,0.92709506,DO_NOT_MAIL
D101671,0.9118403,DO_NOT_MAIL
D107206,0.9793005,MAIL
D134669,0.528885,DO_NOT_MAIL
D108628,0.9708299,MAIL
D126424,0.0082893595,DO_NOT_MAIL
D131653,0.93300116,DO_NOT_MAIL
D133654,0.9337538,DO_NOT_MAIL
D108949,0.9629351,MAIL
D102391,0.00046552802,DO_NOT_MAIL
D105517,0.9770189,MAIL
D138313,0.39336318,DO_NOT_MAIL
D134249,0.9329747,DO_NOT_MAIL
D124168,0.20122604,DO_NOT_MAIL
D116108,0.7392137,DO_NOT_MAIL
D117340,0.98464113,MAIL
D132443,0.83709186,DO_NOT_MAIL
D110834,0.87722886,DO_NOT_MAIL
D143130,0.13638546,DO_NOT_MAIL
D140698,0.073539704,DO_NOT_MAIL
D136807,0.7204647,DO_NOT_MAIL
D109559,0.6391895,DO_NOT_MAIL
D113759,0.7819923,DO_NOT_MAIL
D124920,0.4589601,DO_NOT_MAIL
D136044,0.073227815,DO_NOT_MAIL
D122438,0.037514422,DO_NOT_MAIL
D105802,0.9554237,MAIL
D126877,0.004600938,DO_NOT_MAIL
D104486,0.02343602,DO_NOT_MAIL
D111649,0.5617754,DO_NOT_MAIL
D138468,0.04576896,DO_NOT_MAIL
D105701,0.001166048,DO_NOT_MAIL
D135949,0.9506359,DO_NOT_MAIL
D134918,0.140236,DO_NOT_MAIL
D103034,0.9683634,MAIL
D131237,0.18854314,DO_NOT_MAIL
D104509,0.9854085,MAIL
D109446,0.9550682,MAIL
D144174,0.00943612,DO_NOT_MAIL
D112213,0.91175425,DO_NOT_MAIL
D120561,0.9757868,MAIL
D122219,0.0007664838,DO_NOT_MAIL
D119458,0.81474036,DO_NOT_MAIL
D144542,0.9469066,DO_NOT_MAIL
D140375,0.090534106,DO_NOT_MAIL
D134783,0.80627024,DO_NOT_MAIL
D129905,0.83729506,DO_NOT_MAIL
D144071,0.92434597,DO_NOT_MAIL
D115164,0.5932417,DO_NOT_MAIL
D140269,0.039815243,DO_NOT_MAIL
D133354,0.8399911,DO_NOT_MAIL
D141538,0.0031149318,DO_NOT_MAIL
D133774,0.93471134,DO_NOT_MAIL
D143684,0.00871384,DO_NOT_MAIL
D114690,0.9807391,MAIL
D140726,0.096554466,DO_NOT_MAIL
D137519,0.005919669,DO_NOT_MAIL
D134838,0.21298473,DO_NOT_MAIL
D135605,0.34945247,DO_NOT_MAIL
D133077,0.16488662,DO_NOT_MAIL
D120841,0.9747233,MAIL
D108939,0.7392137,DO_NOT_MAIL
D107346,0.7480704,DO_NOT_MAIL
D116698,0.07060165,DO_NOT_MAIL
D104222,0.19378194,DO_NOT_MAIL
D107608,0.13563025,DO_NOT_MAIL
D134405,0.6545905,DO_NOT_MAIL
D125816,0.9427076,DO_NOT_MAIL
D136928,0.9092488,DO_NOT_MAIL
D130453,0.7421452,DO_NOT_MAIL
D103854,0.94473964,DO_NOT_MAIL
D139038,0.1881619,DO_NOT_MAIL
D106055,0.0015281847,DO_NOT_MAIL
D100323,0.9401205,DO_NOT_MAIL
D122943,0.7861124,DO_NOT_MAIL
D125853,0.4674562,DO_NOT_MAIL
D116579,0.96121466,MAIL
D141946,0.25188604,DO_NOT_MAIL
D114713,0.05125828,DO_NOT_MAIL
D133626,0.9470951,DO_NOT_MAIL
D144027,0.00012398713,DO_NOT_MAIL
D115062,0.4872677,DO_NOT_MAIL
D124308,0.89422464,DO_NOT_MAIL
D105454,0.70989704,DO_NOT_MAIL
D133380,0.38323238,DO_NOT_MAIL
D131218,0.15544574,DO_NOT_MAIL
D112309,0.70336944,DO_NOT_MAIL
D106397,0.12104129,DO_NOT_MAIL
D116278,0.5401169,DO_NOT_MAIL
D136809,0.34663135,DO_NOT_MAIL
D124810,0.8653306,DO_NOT_MAIL
D131321,0.08062185,DO_NOT_MAIL
D113950,0.05921296,DO_NOT_MAIL
D105610,0.9685836,MAIL
D136377,0.029279096,DO_NOT_MAIL
D127676,0.015933495,DO_NOT_MAIL
D136586,0.28222415,DO_NOT_MAIL
D136801,0.83830553,DO_NOT_MAIL
D134565,0.2394468,DO_NOT_MAIL
D105154,0.81131417,DO_NOT_MAIL
D126151,0.8077166,DO_NOT_MAIL
D103317,0.09300745,DO_NOT_MAIL
D127568,0.82538444,DO_NOT_MAIL
D108779,0.97138107,MAIL
D116854,0.99761045,MAIL
D140300,0.06923152,DO_NOT_MAIL
D137548,0.99276733,MAIL
D128140,0.4471892,DO_NOT_MAIL
D140606,0.24406268,DO_NOT_MAIL
D106177,0.98119503,MAIL
D136077,0.013544274,DO_NOT_MAIL
D108338,0.764856,DO_NOT_MAIL
D128748,0.8077166,DO_NOT_MAIL
D116995,0.8892487,DO_NOT_MAIL
D136592,0.90379035,DO_NOT_MAIL
D120001,0.25449836,DO_NOT_MAIL
D130821,0.5925024,DO_NOT_MAIL
D102065,0.023074588,DO_NOT_MAIL
D130034,0.85608035,DO_NOT_MAIL
D123617,0.99087244,MAIL
D110039,0.9302993,DO_NOT_MAIL
D111377,0.77132523,DO_NOT_MAIL
D127709,0.011369756,DO_NOT_MAIL
D123244,0.038261145,DO_NOT_MAIL
D126770,0.99169123,MAIL
D138613,0.13286775,DO_NOT_MAIL
D139578,0.37298957,DO_NOT_MAIL
D100656,0.39776132,DO_NOT_MAIL
D126040,0.9811429,MAIL
D126387,0.3238702,DO_NOT_MAIL
D132389,0.07268991,DO_NOT_MAIL
D101941,0.054013234,DO_NOT_MAIL
D128206,0.99543434,MAIL
D120534,0.0013511755,DO_NOT_MAIL
D141860,0.13330336,DO_NOT_MAIL
D140951,0.015525221,DO_NOT_MAIL
D134983,0.24805205,DO_NOT_MAIL
D110345,0.86032593,DO_NOT_MAIL
D107942,0.9294427,DO_NOT_MAIL
D122355,0.9434021,DO_NOT_MAIL
D111707,0.15737917,DO_NOT_MAIL
D120784,0.93909353,DO_NOT_MAIL
D144546,0.91820985,DO_NOT_MAIL
D133277,0.17900738,DO_NOT_MAIL
D136249,0.4589601,DO_NOT_MAIL
D111875,0.80390793,DO_NOT_MAIL
D114678,0.9786309,MAIL
D122149,0.20524822,DO_NOT_MAIL
D123744,0.021220535,DO_NOT_MAIL
D100997,0.36268032,DO_NOT_MAIL
D138666,0.35141423,DO_NOT_MAIL
D136327,0.9933462,MAIL
D116941,0.96121466,MAIL
D144547,0.96432096,MAIL
D128445,0.32939562,DO_NOT_MAIL
D139408,0.7472351,DO_NOT_MAIL
D133407,0.81871724,DO_NOT_MAIL
D105860,0.9662585,MAIL
D123757,0.8986892,DO_NOT_MAIL
D122664,0.9770189,MAIL
D135836,0.83505756,DO_NOT_MAIL
D126321,0.22701927,DO_NOT_MAIL
D115339,0.026329963,DO_NOT_MAIL
D106821,0.9624114,MAIL
D138474,0.9465924,DO_NOT_MAIL
D139552,0.08598938,DO_NOT_MAIL
D115113,0.002203024,DO_NOT_MAIL
D127317,0.03733699,DO_NOT_MAIL
D131684,0.9225519,DO_NOT_MAIL
D124375,0.009489218,DO_NOT_MAIL
D128705,0.96521676,MAIL
D128992,0.97521484,MAIL
D118800,0.0045025754,DO_NOT_MAIL
D105864,0.65463436,DO_NOT_MAIL
D119312,0.90379035,DO_NOT_MAIL
D107642,0.6240543,DO_NOT_MAIL
D141399,0.006853777,DO_NOT_MAIL
D105787,0.85991716,DO_NOT_MAIL
D141631,0.00622674,DO_NOT_MAIL
D134660,0.6545905,DO_NOT_MAIL
D131743,0.98479754,MAIL
D101721,0.5000924,DO_NOT_MAIL
D130359,0.112674,DO_NOT_MAIL
D128570,0.88723224,DO_NOT_MAIL
D121288,0.10934486,DO_NOT_MAIL
D118161,0.74871504,DO_NOT_MAIL
D133702,0.43585023,DO_NOT_MAIL
D134579,0.036198907,DO_NOT_MAIL
D110980,0.37881243,DO_NOT_MAIL
D104287,0.9929743,MAIL
D124245,0.006161714,DO_NOT_MAIL
D111506,0.9581196,MAIL
D104580,0.82965887,DO_NOT_MAIL
D114697,0.76365095,DO_NOT_MAIL
D109053,0.9770189,MAIL
D125653,0.94440866,DO_NOT_MAIL
D113752,0.831485,DO_NOT_MAIL
D135170,0.12162255,DO_NOT_MAIL
D116582,0.93806165,DO_NOT_MAIL
D126285,0.6023752,DO_NOT_MAIL
D138348,0.96184963,MAIL
D108518,0.48950958,DO_NOT_MAIL
D129474,0.7236768,DO_NOT_MAIL
D128299,0.8537907,DO_NOT_MAIL
D113829,0.9415254,DO_NOT_MAIL
D107985,0.97595996,MAIL
D132884,0.93013823,DO_NOT_MAIL
D122774,0.0065694475,DO_NOT_MAIL
D130613,0.83204716,DO_NOT_MAIL
D102362,0.17216617,DO_NOT_MAIL
D106411,0.01921975,DO_NOT_MAIL
D110800,0.8693399,DO_NOT_MAIL
D107690,0.6545905,DO_NOT_MAIL
D105609,0.38455558,DO_NOT_MAIL
D100675,0.7646645,DO_NOT_MAIL
D112671,0.9763776,MAIL
D112393,0.9349788,DO_NOT_MAIL
D110208,0.9092488,DO_NOT_MAIL
D114266,0.97942126,MAIL
D110942,0.0763121,DO_NOT_MAIL
D130526,0.1476781,DO_NOT_MAIL
D131166,0.023323307,DO_NOT_MAIL
D123582,0.96413136,MAIL
D142973,0.99722266,MAIL
D113782,0.9859474,MAIL
D130986,0.78538567,DO_NOT_MAIL
D120947,0.9434021,DO_NOT_MAIL
D122432,0.57365626,DO_NOT_MAIL
D114409,0.88299966,DO_NOT_MAIL
D140530,0.97070396,MAIL
D114204,0.6816522,DO_NOT_MAIL
D120860,0.034606412,DO_NOT_MAIL
D125832,0.87192446,DO_NOT_MAIL
D127430,0.9232493,DO_NOT_MAIL
D131546,0.8665668,DO_NOT_MAIL
D129954,0.6431161,DO_NOT_MAIL
D118766,0.015178118,DO_NOT_MAIL
D137187,0.83081913,DO_NOT_MAIL
D140305,0.075851545,DO_NOT_MAIL
D108181,0.066163056,DO_NOT_MAIL
D129660,0.82066286,DO_NOT_MAIL
D105018,0.051195964,DO_NOT_MAIL
D118653,0.9025419,DO_NOT_MAIL
D126355,0.8073583,DO_NOT_MAIL
D104847,0.96551836,MAIL
D110429,0.8989707,DO_NOT_MAIL
D101921,0.8732268,DO_NOT_MAIL
D144356,0.0011014679,DO_NOT_MAIL
D139167,0.06487128,DO_NOT_MAIL
D135781,0.9259016,DO_NOT_MAIL
D132761,0.012575999,DO_NOT_MAIL
D114721,0.16757017,DO_NOT_MAIL
D102432,0.000112613714,DO_NOT_MAIL
D129655,0.8472271,DO_NOT_MAIL
D124326,0.83081913,DO_NOT_MAIL
D141351,0.09771111,DO_NOT_MAIL
D106808,0.9881572,MAIL
D137610,0.05386967,DO_NOT_MAIL
D136872,0.06301717,DO_NOT_MAIL
D112385,0.96294856,MAIL
D128262,0.9675739,MAIL
D116440,0.4259524,DO_NOT_MAIL
D120169,0.031596202,DO_NOT_MAIL
D136530,0.4615115,DO_NOT_MAIL
D140311,0.012923466,DO_NOT_MAIL
D126310,0.07865001,DO_NOT_MAIL
D113410,0.8611976,DO_NOT_MAIL
D117486,0.011656811,DO_NOT_MAIL
D113392,0.0078484295,DO_NOT_MAIL
D105392,0.973722,MAIL
D144590,0.015010594,DO_NOT_MAIL
D131149,0.028598784,DO_NOT_MAIL
D116750,0.9859445,MAIL
D120631,0.99212754,MAIL
D114479,0.96707946,MAIL
D112626,0.88319796,DO_NOT_MAIL
D124756,0.27053395,DO_NOT_MAIL
D131566,0.9498495,DO_NOT_MAIL
D120923,0.9962935,MAIL
D113364,0.85706615,DO_NOT_MAIL
D142434,0.0037988382,DO_NOT_MAIL
D125141,0.9711856,MAIL
D140413,0.028157901,DO_NOT_MAIL
D132823,0.63208497,DO_NOT_MAIL
D143886,0.2317128,DO_NOT_MAIL
D137918,0.04383899,DO_NOT_MAIL
D130959,0.84229296,DO_NOT_MAIL
D139902,0.84934926,DO_NOT_MAIL
D125710,0.9176977,DO_NOT_MAIL
D133716,0.65445656,DO_NOT_MAIL
D121425,0.9249026,DO_NOT_MAIL
D135269,0.64456284,DO_NOT_MAIL
D113580,0.9588186,MAIL
D141052,0.0077270516,DO_NOT_MAIL
D114114,0.9662585,MAIL
D134992,0.023446713,DO_NOT_MAIL
D130932,0.63461775,DO_NOT_MAIL
D138679,0.001616987,DO_NOT_MAIL
D128100,0.47839323,DO_NOT_MAIL
D136378,0.6619022,DO_NOT_MAIL
D115125,0.69809425,DO_NOT_MAIL
D112042,0.43296874,DO_NOT_MAIL
D142282,0.23193443,DO_NOT_MAIL
D125910,0.9271437,DO_NOT_MAIL
D118073,0.96632427,MAIL
D131439,0.98380095,MAIL
D137852,0.966664,MAIL
D102828,0.012053894,DO_NOT_MAIL
D109623,0.88723224,DO_NOT_MAIL
D137774,0.09304075,DO_NOT_MAIL
D135857,0.9869551,MAIL
D106030,0.93025255,DO_NOT_MAIL
D114010,0.6816522,DO_NOT_MAIL
D127610,0.0010554946,DO_NOT_MAIL
D140003,0.013373954,DO_NOT_MAIL
D114708,0.22687677,DO_NOT_MAIL
D127656,0.93806165,DO_NOT_MAIL
D132028,0.4445054,DO_NOT_MAIL
D102785,0.018418515,DO_NOT_MAIL
D110471,0.96632427,MAIL
D125691,0.9675739,MAIL
D115618,0.9306288,DO_NOT_MAIL
D118136,0.96996504,MAIL
D109358,0.054686487,DO_NOT_MAIL
D126650,0.9469066,DO_NOT_MAIL
D100201,0.018218677,DO_NOT_MAIL
D136138,0.07037614,DO_NOT_MAIL
D100445,0.22563057,DO_NOT_MAIL
D139593,0.008309089,DO_NOT_MAIL
D144477,0.9905811,MAIL
D134489,0.063380964,DO_NOT_MAIL
D121543,0.91175425,DO_NOT_MAIL
D135412,0.94612527,DO_NOT_MAIL
D100495,0.7177682,DO_NOT_MAIL
D110546,0.98266983,MAIL
D105274,0.83830553,DO_NOT_MAIL
D141347,0.008345354,DO_NOT_MAIL
D107823,0.89545536,DO_NOT_MAIL
D124898,0.00021041588,DO_NOT_MAIL
D142074,0.05515449,DO_NOT_MAIL
D122280,0.6545905,DO_NOT_MAIL
D113237,0.002646431,DO_NOT_MAIL
D119519,0.8456637,DO_NOT_MAIL
D117080,0.5925024,DO_NOT_MAIL
D109459,0.9685309,MAIL
D135942,0.9101504,DO_NOT_MAIL
D126633,0.9469838,DO_NOT_MAIL
D112692,0.87721014,DO_NOT_MAIL
D144587,0.29340944,DO_NOT_MAIL
D143289,0.029012233,DO_NOT_MAIL
D131401,0.012218936,DO_NOT_MAIL
D141370,0.6626127,DO_NOT_MAIL
D113179,0.016421491,DO_NOT_MAIL
D105414,0.831485,DO_NOT_MAIL
D113959,0.9581196,MAIL
D110484,0.009666724,DO_NOT_MAIL
D133429,0.8545162,DO_NOT_MAIL
D124211,0.0072317948,DO_NOT_MAIL
D107237,0.98816675,MAIL
D111365,0.091331296,DO_NOT_MAIL
D128571,0.84229296,DO_NOT_MAIL
D110099,0.9552332,MAIL
D136997,0.0017046364,DO_NOT_MAIL
D116228,0.9325167,DO_NOT_MAIL
D125122,0.9799463,MAIL
D138556,0.45984972,DO_NOT_MAIL
D139787,0.80228597,DO_NOT_MAIL
D105790,0.96921176,MAIL
D112139,0.92532676,DO_NOT_MAIL
D100543,5.9015365e-05,DO_NOT_MAIL
D105650,0.94706964,DO_NOT_MAIL
D100820,0.3817256,DO_NOT_MAIL
D121186,0.7392137,DO_NOT_MAIL
D123898,0.9854085,MAIL
D126781,0.8555243,DO_NOT_MAIL
D107890,0.046362653,DO_NOT_MAIL
D133567,0.89545536,DO_NOT_MAIL
D131369,0.37985092,DO_NOT_MAIL
D107130,0.57086194,DO_NOT_MAIL
D105275,0.9009107,DO_NOT_MAIL
D104033,0.84869266,DO_NOT_MAIL
D119828,0.9009107,DO_NOT_MAIL
D136198,0.01216205,DO_NOT_MAIL
D142915,0.0026960236,DO_NOT_MAIL
D135937,0.98580605,MAIL
D108646,0.0100640915,DO_NOT_MAIL
D105783,0.051678076,DO_NOT_MAIL
D132340,0.9762113,MAIL
D124583,0.92756534,DO_NOT_MAIL
D105469,0.011162083,DO_NOT_MAIL
D126120,0.9443709,DO_NOT_MAIL
D133125,0.07778083,DO_NOT_MAIL
D130666,0.2314297,DO_NOT_MAIL
D134768,0.47305262,DO_NOT_MAIL
D107814,0.9458556,DO_NOT_MAIL
D122130,0.4333138,DO_NOT_MAIL
D112975,0.99101263,MAIL
D130219,0.98499227,MAIL
D144540,0.9714092,MAIL
D106159,0.9811429,MAIL
D107340,0.84869266,DO_NOT_MAIL
D141296,0.9619982,MAIL
D140916,0.7408338,DO_NOT_MAIL
D126395,0.8838868,DO_NOT_MAIL
D112846,0.9550682,MAIL
D130470,0.99101263,MAIL
D116420,0.8427521,DO_NOT_MAIL
D123634,0.22475272,DO_NOT_MAIL
D136365,0.8427521,DO_NOT_MAIL
D128664,0.6469854,DO_NOT_MAIL
D138876,0.9265914,DO_NOT_MAIL
D102723,0.03319511,DO_NOT_MAIL
D122414,0.8332882,DO_NOT_MAIL
D103451,0.9924231,MAIL
D107645,0.961119,MAIL
D140595,0.019157138,DO_NOT_MAIL
D141229,0.23005489,DO_NOT_MAIL
D119892,0.62353516,DO_NOT_MAIL
D133789,0.9347862,DO_NOT_MAIL
D140588,0.010579155,DO_NOT_MAIL
D129928,0.5943451,DO_NOT_MAIL
D100136,0.85924363,DO_NOT_MAIL
D120489,0.9854085,MAIL
D121137,0.7089558,DO_NOT_MAIL
D100540,0.91175425,DO_NOT_MAIL
D135016,0.9638973,MAIL
D104065,0.12383318,DO_NOT_MAIL
D134639,0.16446865,DO_NOT_MAIL
D135611,0.9433685,DO_NOT_MAIL
D138656,0.68806726,DO_NOT_MAIL
D133046,0.961119,MAIL
D119974,0.9658472,MAIL
D110875,0.015474039,DO_NOT_MAIL
D115707,0.87515295,DO_NOT_MAIL
D119873,0.18933156,DO_NOT_MAIL
D129826,0.054278497,DO_NOT_MAIL
D116845,0.22687677,DO_NOT_MAIL
D107794,0.87192446,DO_NOT_MAIL
D100995,0.9433685,DO_NOT_MAIL
D102624,0.9803861,MAIL
D139554,0.9809732,MAIL
D137083,0.19159634,DO_NOT_MAIL
D128111,0.0019164635,DO_NOT_MAIL
D129309,0.82004774,DO_NOT_MAIL
D122616,0.87722886,DO_NOT_MAIL
D108929,0.9569196,MAIL
D118991,0.0064309477,DO_NOT_MAIL
D113176,0.24302566,DO_NOT_MAIL
D117611,0.8722838,DO_NOT_MAIL
D140364,0.31861982,DO_NOT_MAIL
D117343,0.008131821,DO_NOT_MAIL
D119191,0.64477336,DO_NOT_MAIL
D141524,0.042633682,DO_NOT_MAIL
D108730,0.227697,DO_NOT_MAIL
D126094,0.017204512,DO_NOT_MAIL
D143114,0.08052867,DO_NOT_MAIL
D126027,0.07232312,DO_NOT_MAIL
D122723,0.8077166,DO_NOT_MAIL
D140334,0.07567253,DO_NOT_MAIL
D111499,0.7177682,DO_NOT_MAIL
D102017,0.9914619,MAIL
D132595,0.8472271,DO_NOT_MAIL
D108042,0.9506359,DO_NOT_MAIL
D121961,0.0033419603,DO_NOT_MAIL
D106703,0.91026044,DO_NOT_MAIL
D126212,0.8415551,DO_NOT_MAIL
D109211,0.9347862,DO_NOT_MAIL
D113880,0.99034715,MAIL
D100295,0.024698958,DO_NOT_MAIL
D125015,0.5139931,DO_NOT_MAIL
D110008,0.8981577,DO_NOT_MAIL
D141413,0.17365363,DO_NOT_MAIL
D117154,0.85608035,DO_NOT_MAIL
D125972,0.9334319,DO_NOT_MAIL
D123092,0.22687677,DO_NOT_MAIL
D105729,0.4911845,DO_NOT_MAIL
D103803,0.20996696,DO_NOT_MAIL
D103358,0.82409686,DO_NOT_MAIL
D119064,0.40908304,DO_NOT_MAIL
D129527,0.9658472,MAIL
D137964,0.015404267,DO_NOT_MAIL
D137717,0.12698731,DO_NOT_MAIL
D104286,0.03283881,DO_NOT_MAIL
D115957,0.93471134,DO_NOT_MAIL
D126736,0.092163414,DO_NOT_MAIL
D142481,0.052631136,DO_NOT_MAIL
D112259,0.95693064,MAIL
D130123,0.88319796,DO_NOT_MAIL
D125110,0.90744495,DO_NOT_MAIL
D129200,0.002768861,DO_NOT_MAIL
D129366,0.90447336,DO_NOT_MAIL
D100145,0.912446,DO_NOT_MAIL
D140024,0.9632459,MAIL
D119992,0.98895055,MAIL
D139411,0.042141948,DO_NOT_MAIL
D135043,0.9615289,MAIL
D120479,0.6816522,DO_NOT_MAIL
D143964,0.041801367,DO_NOT_MAIL
D142335,0.13419233,DO_NOT_MAIL
D127355,0.091207355,DO_NOT_MAIL
D112795,0.6547513,DO_NOT_MAIL
D104151,0.03281922,DO_NOT_MAIL
D114633,0.94837177,DO_NOT_MAIL
D123710,0.0053645354,DO_NOT_MAIL
D118565,0.05526799,DO_NOT_MAIL
D126405,0.8987183,DO_NOT_MAIL
D113910,0.018791823,DO_NOT_MAIL
D112858,0.7304995,DO_NOT_MAIL
D135505,0.88336307,DO_NOT_MAIL
D138897,0.008947024,DO_NOT_MAIL
D104229,0.001411963,DO_NOT_MAIL
D109086,0.77132523,DO_NOT_MAIL
D128825,0.06287014,DO_NOT_MAIL
D116411,0.969633,MAIL
D130275,0.9736867,MAIL
D137614,0.9583937,MAIL
D143883,0.022019625,DO_NOT_MAIL
D118858,0.8961919,DO_NOT_MAIL
D102250,0.88631564,DO_NOT_MAIL
D106852,0.91175425,DO_NOT_MAIL
D138732,0.025282146,DO_NOT_MAIL
D102911,0.87722886,DO_NOT_MAIL
D119250,0.9792458,MAIL
D140754,0.06282994,DO_NOT_MAIL
D141475,0.96349406,MAIL
D128180,0.9859477,MAIL
D114056,0.011335237,DO_NOT_MAIL
D114949,0.06763348,DO_NOT_MAIL
D118051,0.9606411,MAIL
D125442,0.969633,MAIL
D128795,0.7089558,DO_NOT_MAIL
D132944,0.023056379,DO_NOT_MAIL
D135523,0.35888764,DO_NOT_MAIL
D114956,0.9302993,DO_NOT_MAIL
D106633,0.9768689,MAIL
D112375,0.97963756,MAIL
D132427,0.83729506,DO_NOT_MAIL
D128638,0.8619678,DO_NOT_MAIL
D137626,0.9617045,MAIL
D112497,0.9833103,MAIL
D122599,0.9519325,DO_NOT_MAIL
D128295,0.9716717,MAIL
D121507,0.9810497,MAIL
D111179,0.97441304,MAIL
D137040,0.011037029,DO_NOT_MAIL
D134001,0.22094788,DO_NOT_MAIL
D104003,0.9676331,MAIL
D103335,0.67464757,DO_NOT_MAIL
D127417,0.014787631,DO_NOT_MAIL
D127035,0.84294873,DO_NOT_MAIL
D111221,0.0034815758,DO_NOT_MAIL
D119300,0.3396977,DO_NOT_MAIL
D132270,0.9740155,MAIL
D100049,0.07490722,DO_NOT_MAIL
D121646,0.9669261,MAIL
D111217,0.7089558,DO_NOT_MAIL
D139806,0.0232003,DO_NOT_MAIL
D117759,0.9491667,DO_NOT_MAIL
D109849,0.88971186,DO_NOT_MAIL
D108073,0.3144139,DO_NOT_MAIL
D133333,0.62193674,DO_NOT_MAIL
D111962,0.9675739,MAIL
D116776,0.77132523,DO_NOT_MAIL
D120740,0.8981577,DO_NOT_MAIL
D116867,0.9105622,DO_NOT_MAIL
D103849,0.8054332,DO_NOT_MAIL
D112469,0.5243425,DO_NOT_MAIL
D125024,0.01494543,DO_NOT_MAIL
D114335,0.9914619,MAIL
D116414,0.9105622,DO_NOT_MAIL
D140734,0.9505381,DO_NOT_MAIL
D140785,0.0032804934,DO_NOT_MAIL
D135583,0.0010274721,DO_NOT_MAIL
D141026,0.9700686,MAIL
D120994,0.8611976,DO_NOT_MAIL
D133940,0.99319756,MAIL
D129684,0.470703,DO_NOT_MAIL
D124922,0.22687677,DO_NOT_MAIL
D136641,0.8846277,DO_NOT_MAIL
D141822,0.17117955,DO_NOT_MAIL
D125934,0.9658242,MAIL
D108120,0.94288254,DO_NOT_MAIL
D124993,0.80441886,DO_NOT_MAIL
D118309,0.97152454,MAIL
D107484,0.8892487,DO_NOT_MAIL
D102904,0.9274354,DO_NOT_MAIL
D102439,0.0022029371,DO_NOT_MAIL
D134841,0.9669261,MAIL
D119564,0.042266384,DO_NOT_MAIL
D106355,0.9698342,MAIL
D127602,0.8555018,DO_NOT_MAIL
D120377,0.2730765,DO_NOT_MAIL
D102470,0.002423369,DO_NOT_MAIL
D139613,0.016428424,DO_NOT_MAIL
D142399,0.6169667,DO_NOT_MAIL
D116782,0.08493374,DO_NOT_MAIL
D126871,0.7479858,DO_NOT_MAIL
D115779,0.010676025,DO_NOT_MAIL
D118166,0.8987183,DO_NOT_MAIL
D104852,0.96245515,MAIL
D109708,0.9118403,DO_NOT_MAIL
D106694,0.08418922,DO_NOT_MAIL
D107288,0.06162195,DO_NOT_MAIL
D109113,0.2025721,DO_NOT_MAIL
D125009,0.02280958,DO_NOT_MAIL
D142797,0.060663003,DO_NOT_MAIL
D105525,0.004579634,DO_NOT_MAIL
D133880,0.030474076,DO_NOT_MAIL
D140248,0.44426715,DO_NOT_MAIL
D129717,0.8838868,DO_NOT_MAIL
D104352,0.019712277,DO_NOT_MAIL
D114275,0.9711856,MAIL
D107055,0.0030089242,DO_NOT_MAIL
D131068,0.020960351,DO_NOT_MAIL
D139457,0.1710522,DO_NOT_MAIL
D112474,0.00036347518,DO_NOT_MAIL
D142976,0.32560068,DO_NOT_MAIL
D104461,0.9349788,DO_NOT_MAIL
D108359,0.9450459,DO_NOT_MAIL
D124160,0.99051017,MAIL
D117600,0.0081213275,DO_NOT_MAIL
D116313,0.042584907,DO_NOT_MAIL
D143014,0.10783231,DO_NOT_MAIL
D107758,0.43585023,DO_NOT_MAIL
D132448,0.70336944,DO_NOT_MAIL
D123352,0.99141425,MAIL
D115188,0.8054332,DO_NOT_MAIL
D120164,0.824826,DO_NOT_MAIL
D138980,0.7455879,DO_NOT_MAIL
D143301,0.10373854,DO_NOT_MAIL
D144415,0.9006484,DO_NOT_MAIL
D112925,0.99319756,MAIL
D107836,0.96245515,MAIL
D100065,0.37817994,DO_NOT_MAIL
D115053,0.80390793,DO_NOT_MAIL
D121484,0.96004707,MAIL
D115574,0.9716717,MAIL
D135545,0.4202113,DO_NOT_MAIL
D144440,0.8693399,DO_NOT_MAIL
D104588,0.90179396,DO_NOT_MAIL
